participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
3I6EY,jmi,17,gamma,2.081076361150661,28.524754877483925,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,18,gamma,2.4868831924897705,26.898129734757028,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,19,gamma,3.048113254490641,25.39399802761133,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,20,gamma,4.27724905609902,23.743852938930672,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,21,gamma,7.2018657612504455,20.919458027399727,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,22,gamma,12.93380208970218,16.09149367001052,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,23,gamma,18.45039772931969,12.232289931014488,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,24,gamma,20.67788415842117,10.916244294812271,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,25,gamma,22.36646603586469,9.175662673018087,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,26,gamma,23.589877898467176,7.550021844997387,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,27,gamma,23.800115698475437,7.072929858384941,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,28,gamma,23.55622993110795,7.372215307459955,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,29,gamma,22.184836571062256,8.479196057750404,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,30,gamma,17.388905527228275,11.844734626326971,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,31,gamma,10.49757269410479,17.51364913772894,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
3I6EY,jmi,32,gamma,5.2508154736951305,23.084290725817954,1.2343750000000002,9.953125,1.88125,LN,HP,LNP
